ID,OCCUPATION_NAME,OCCUPATION_DESCRIPTION,OCCUPATION_GROUP_NAME,OCCUPATION_GROUP_DESCRIPTION,CAREER_AREA_NAME,CAREER_AREA_DESCRIPTION,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL_DESCRIPTION,LICENSE_TYPICALLY_REQUIRED,CERTIFICATION_TYPICALLY_REQUIRED,REQUIRES_SPECIALIZED_TRAINING,SPECIALIZED_TRAINING_DESCRIPTION,MINIMUM_TRAINING_LENGTH_MONTHS
11111110,Business Continuity Planner / Analyst,A Business Continuity Planner or Analyst researches company operations and develops strategies for companies to implement in the event of a disaster or significant unexpected problems affecting operations.,Business Analysis,"The Business Analysis Occupation Group includes occupations involved in identifying business needs and determining solutions to business problems. It includes management, operational, and business continuity analysts.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11111214,Operations Analyst,An Operations Analyst analyzes systems and processes in an organization or business and uses findings to help solve problems and improve management. Uses advanced statistical and mathematical models and computer software to analyze a wide variety of data; collaborates with other analysts and with the management of an organization.,Business Analysis,"The Business Analysis Occupation Group includes occupations involved in identifying business needs and determining solutions to business problems. It includes management, operational, and business continuity analysts.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",4.0,Entry level BA roles,False,False,False,,0.0
11111215,Operations Analyst,An Operations Analyst analyzes systems and processes in an organization or business and uses findings to help solve problems and improve management. Uses advanced statistical and mathematical models and computer software to analyze a wide variety of data; collaborates with other analysts and with the management of an organization.,Business Analysis,"The Business Analysis Occupation Group includes occupations involved in identifying business needs and determining solutions to business problems. It includes management, operational, and business continuity analysts.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",4.0,Entry level BA roles,False,False,False,,0.0
11121010,Fundraising / Development Specialist,"A Fundraising or Development Specialist raises funds and develops funding resources for an organization, program or non-profit institution. Manages special fundraising events, online donations, individual membership or corporate donations or grants. Builds awareness of the contributions and financial needs of organizations and programs.",Fundraising and Grants,"The Fundraising and Grants Occupation Group includes occupations involved in seeking and gathering voluntary financial contributions by engaging individuals, businesses, charitable foundations, or governmental agencies.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",4.0,Entry level BA roles,False,False,False,,0.0
11121110,Fundraising Manager,"A Fundraising Manager manages fundraising for an organization. Develops and implements fundraising strategies that include online fundraising, mail and email campaigns, grant writing and fundraising events. May develop relationships with large donors.",Fundraising and Grants,"The Fundraising and Grants Occupation Group includes occupations involved in seeking and gathering voluntary financial contributions by engaging individuals, businesses, charitable foundations, or governmental agencies.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131010,Chief Executive Officer,"A Chief Executive Officer provides overall direction for companies and private and public sector organizations. Develops and defines company policies. Plans and directs operational activities, with the help of management executives and staff managers.",General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",6.0,Graduate and professional roles,False,False,False,,0.0
11131110,General Manager,"A General Manager manages all aspects of a business. May be responsible for managing a small business, or managing one division or department of a larger business. Oversees administration, finance, communication and marketing as well as operations for a company. Reports to business owners, executive management or a board of directors.",General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131111,General Manager,"A General Manager manages all aspects of a business. May be responsible for managing a small business, or managing one division or department of a larger business. Oversees administration, finance, communication and marketing as well as operations for a company. Reports to business owners, executive management or a board of directors.",General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131113,General Manager,"A General Manager manages all aspects of a business. May be responsible for managing a small business, or managing one division or department of a larger business. Oversees administration, finance, communication and marketing as well as operations for a company. Reports to business owners, executive management or a board of directors.",General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131210,Non-profit Executive Director,"A Non-profit Executive Director provides senior level leadership to a non-profit organization focused on policy, political advocacy, or social program development.",General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131312,Public Administrator,A Public Administrator oversees the implementation of government policy or studies this implementation. Supervises and manages civil servants or personally assists in the operations of a government. Many years of experience and at the very least a Bachelor's degree tend to be required for these roles.,General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131314,Public Administrator,A Public Administrator oversees the implementation of government policy or studies this implementation. Supervises and manages civil servants or personally assists in the operations of a government. Many years of experience and at the very least a Bachelor's degree tend to be required for these roles.,General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131316,Public Administrator,A Public Administrator oversees the implementation of government policy or studies this implementation. Supervises and manages civil servants or personally assists in the operations of a government. Many years of experience and at the very least a Bachelor's degree tend to be required for these roles.,General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11131318,Public Administrator,A Public Administrator oversees the implementation of government policy or studies this implementation. Supervises and manages civil servants or personally assists in the operations of a government. Many years of experience and at the very least a Bachelor's degree tend to be required for these roles.,General Managers,"The General Managers Occupation Group includes all non-specific management roles in public, private and not-for-profit organizations.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",5.0,Advanced BA roles,False,False,False,,0.0
11151010,Forklift / Pallet Jack Operator,"A Forklift or Pallet Jack Operator operates forklift machinery used to lift heavy loads or pallets at a construction site, warehouse or factory.",Laborers and Warehouse Workers,"The Laborers and Warehouse Workers Occupation Group includes operational roles in material storage, moving, packaging and recycling or sanitation.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11151110,Warehouse Worker,"A Warehouse Worker moves or transports freight, stocks, and materials, usually without using machinery.",Laborers and Warehouse Workers,"The Laborers and Warehouse Workers Occupation Group includes operational roles in material storage, moving, packaging and recycling or sanitation.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11151210,Packager,A Packager consolidates and packages goods for safe and efficient storage and transport. Works at a factory or at a trade or transportation facility.,Laborers and Warehouse Workers,"The Laborers and Warehouse Workers Occupation Group includes operational roles in material storage, moving, packaging and recycling or sanitation.",Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11161010,Cargo Coordinator / Freight Forwarder,"A Cargo Coordinator or Freight Forwarder manages shipments of cargo or freight for a company or client. Identifies the best options for transporting cargo, arranges shipments, monitors carriers, tracks fees and tariffs, and confirms the arrival of cargo.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11161110,Dispatcher,"A Dispatcher answers emergency calls and relays information from callers to the appropriate police, fire or ambulance staff. Speaks calmly with callers to get the information needed for emergency personnel. Keeps detailed records of calls and responses.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11161210,Inventory / Supply Specialist,"An Inventory or Supply Specialist specializes in tracking and managing inventory and supplies to improve production or distribution at a company or organization. Manages purchase orders, or distribution of materials between different centers of a large company.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11161310,Inventory Associate,An Inventory Associate monitors warehouse inventory and places orders with vendors for supplies. Conducts regular or occasional audits of inventory or sections of a warehouse.,Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11161410,Order Processor / Order Entry Clerk,"An Order Processor or Order Entry Clerk handles customer orders for products or services. Records and verifies information about the order, including shipping and billing information, enters data as needed for a company system, and directs the order to the department where it will be filled.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11161510,Scheduler / Operations Coordinator,"A Scheduler or Operations Coordinator provides scheduling and logistical support for an office, company or organization. May specialize in scheduling required for production or for administrative work.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11161610,Shipping / Receiving Clerk,"A Shipping or Receiving Clerk tracks all incoming and/or outgoing shipments at a company facility and checks that shipment orders are filled correctly. Uses scanning equipment to track inventory. Works in receiving to check shipments that are primarily production materials or company supplies, or checks outgoing shipments of finished products.",Logistics and Operational Support,The Logistics and Operational Support Occupation Group includes roles specific to the running and maintenance of systems behind the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",1.0,Roles with minimal training requirements,False,False,False,,0.0
11171010,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171012,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171013,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171015,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171016,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171017,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171019,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
11171020,Logistician / Supply Chain Specialist,"A Logistician or Supply Chain Specialist develops estimates of demand for company products. Analyzes business and economic data and develops forecasts of product sales that can be used for production planning. Plans and manages purchasing of supplies needed by a company or organization. Develops order schedules and policies, cultivates relationships with suppliers, monitors supply quality; identifies cost-effective sources for products and services.",Logistics and Supply Chain Analysts / Specialists,The Logistics and Supply Chain Analysts / Specialists Occupation Group includes roles specific to the analysis and improvement of the flow of materials or products between the point of origin and the point of consumption - to meet the requirements of both consumers or producers.,Business Management and Operations,"The Business Management and Operations Career Area includes occupations specific to the administration of an organization, such as a business, a non-profit organization, or a government body. It also includes roles responsible for managing resources of the business, along with planning and running the logistics required to run the organization.",3.0,Roles with 2 year specialized degree requirement or a mix of sub-BA and BA requirements,False,False,False,,0.0
